0.0
57.0
-20.0
-29.0
-0.0
-17.0
-3.0
-11.0
4.0
-104.0
14.0
26.0
-4.0
-127.0
42.0
24.0
3.0
-19.0
8.0
-24.0
6.0
-1.0
-8.0
-56.0
-13.0
4.0
6.0
-9.0
-3.0
-13.0
-79.0
-4.0
-8.0
