0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
0.21395032,-0.3344747,0.085607514,0.096252635,-0.011856467,-0.03591063,-0.021919835,0.051403087,-0.004261626,0.008947922,0.046526793,-0.19328475,0.062328704,0.015601703,0.0750436,0.037510194,0.086460665,0.20600808,-0.158941,0.078229554,-0.035846952,0.08629814,0.16083139,-0.051662575,-0.06716806,-0.14147899,-0.008770443,0.043223634,-0.22393617,-0.070797786,-0.08749238,0.08209886,-0.03488842,0.19381171,0.058890965,0.016864117,0.06333303,0.027314417,0.091605864,-0.17694084,0.063847765,-0.018386308,-0.22844908,0.09832523,-0.21555743,0.040222682,-0.12072013,-0.005965826,0.20532252,-0.090620525,-0.06255648,0.083924904,-0.04865564,0.11455573,0.036367636,-0.08221947,-0.103094004,0.039277676,-0.008201277,0.14347869,-0.04512809,-0.10483561,-0.11541866,-0.095831126,0.22095513,0.0035935794,0.1428174,0.049918268,0.0924868,-0.11428728,-0.039814245,0.15418084,-0.019970115,0.122141734,0.04239716,-0.030108381,-0.12495222,-0.16316523,0.0677338,-0.09588648,-0.07664471,0.37392876,-0.025473278,0.086159736,0.10096941,-0.053424638,-0.09837742,0.058568742,-0.09892873,0.051912025,-0.22868975,-0.22855964,-0.03521077,0.09421667,0.036205053,0.0013393892,-0.15840039,0.2512333,0.06617346,-0.01503159,-0.094515085,-0.05670644,-0.19879551,-0.04911314,-0.010620419,-0.05527123,0.12009404,0.11507506,-0.04559823,0.12678368,0.2343674,-0.0768698,0.22611386,-0.1823716,-0.10176541,0.003729771,0.0769666,-0.023756228,-0.06571526,0.14808562,0.111249216,-0.29122376,-0.03187847,-0.24317288,-0.30012017,-0.059646737,-0.10607122,-0.012149295
0.017296951,-0.08426818,-0.15280998,0.17760886,-0.04782434,-0.11380368,-0.056332015,-0.00679462,-0.05463637,-0.093223475,-0.03588531,0.08126743,-0.24120873,-0.13569354,0.023957286,0.0032314686,-0.07732392,-0.026513878,-0.0559429,-0.041827768,0.07704781,-0.015360274,-0.09173562,-0.0055630356,-0.06939283,-0.027777683,0.014199969,0.049218625,0.014660776,-0.058114134,-0.05210606,0.061811704,-0.118468404,0.09098253,0.084356084,0.123391025,0.076723814,-0.025228577,0.02182034,-0.07844769,-0.15871204,0.06162213,0.037933905,0.16953582,-0.042605683,-0.04985068,-0.04463387,-0.0902955,0.000458689,-0.02868947,-0.089235455,0.15120022,0.09237717,-0.007691323,-0.04691503,0.08621863,-0.025115771,-0.06686582,-0.119363144,0.2971,0.027979922,0.04970238,-0.1272754,-0.074172504,0.109180346,0.0482037,0.008610585,0.05525213,0.017443381,-0.09217858,0.104659565,-0.0029834264,-0.19040474,-0.0340831,0.11332752,-0.0865642,-0.04144546,-0.19323269,0.113736436,0.19934262,0.07391942,-0.08292426,0.01764666,-0.049633846,-0.004518218,-0.029767431,-0.143218,-0.050817136,-0.26635325,-0.1671565,0.043111395,-0.04847771,0.008740413,0.008603599,0.088314556,-0.00069771154,-0.08082522,0.041960835,0.033088174,0.20039499,-0.14162624,0.08871436,0.035701286,0.054343347,-0.10739577,-0.14666204,-0.08641785,0.08713351,-0.11284489,0.056254186,0.0024514408,-0.12102245,0.047103245,-0.16796862,-0.06527512,0.113090254,0.06444115,0.044967875,-0.13949999,0.14805506,-0.0979781,-0.1723492,-0.11148645,-0.06687918,-0.010952642,-0.037013713,-0.010449355,0.032078896
0.0607819,0.03336489,0.0032454885,-0.046581265,0.024206296,0.024938915,0.025850825,-0.21660066,-0.072031856,0.075978324,-0.036463525,0.16356173,0.075003654,-0.10416933,-0.14562105,-0.09880521,-0.10242094,-0.083632804,0.14196175,-0.084689446,-0.13916467,0.054515418,0.15758821,0.16617182,0.10556615,0.121604726,0.016272027,0.1103748,-0.14268613,-0.0054587536,0.08663663,-0.024047261,-0.02116419,0.034876533,0.15873267,-0.104509495,0.0017369838,-0.058956955,0.074223176,0.07687575,-0.001318624,-0.035159476,-0.0022494143,0.009777916,0.03230821,0.06283721,0.11142269,0.1736168,-0.07689535,-0.18993545,0.16243225,-0.08672411,0.08135636,0.112302825,0.21611582,0.026620286,0.1511607,-0.12955686,0.111550085,-0.10585815,-0.045452967,-0.1749624,0.08061356,0.04524816,-0.020746583,0.053304896,0.035923135,-0.16108294,0.05327779,-0.11508624,-0.03591368,-0.10067789,-0.15378799,-0.042438522,-0.030322235,0.0012654846,0.006830905,0.0021392142,0.22300702,-0.19757321,-0.014346329,0.06737971,-0.04896292,-0.07410836,-0.1813559,-0.061186574,-0.16221863,0.1445606,-0.21078818,0.15721323,-0.27967644,0.05502165,-0.017118128,0.008714208,-0.110376574,0.13215715,0.0731251,-0.1575893,0.1158644,0.07213797,-0.12446335,0.07182817,0.07341868,-0.103355445,0.117816545,0.07994395,-0.115699016,-0.060180902,0.039174244,-0.091877624,0.0067171827,-0.13097273,-0.1266235,0.25996092,-0.10894303,-0.068782106,-0.010768711,-0.06172846,0.07553626,-0.030162867,0.10419807,-0.08460946,0.1260098,0.12315782,0.046305224,-0.11447711,-0.10514032,0.051162496
-0.029226499,-0.07598765,0.15112391,-0.07604346,0.014620849,0.08392679,0.03324802,0.09034398,0.029873163,-0.071440704,-0.13259657,0.063044064,0.15520716,0.10480644,-0.06189781,0.09556781,-0.03238024,0.04929,-0.088605486,-0.08207957,0.1356781,0.030460486,0.061972845,-0.053978607,-0.060977384,-0.03235943,0.032351825,0.0948365,0.06651858,0.0018097928,-0.0008206373,-0.0682672,-0.08078401,0.033506636,0.046429645,0.06661846,-0.08071173,0.052576117,-0.028241962,-0.006179629,-0.055790827,0.004172978,0.014598896,0.037484653,0.017222887,-0.017216828,0.12193018,0.17263074,0.09484083,0.015542144,0.0010445585,-0.10597203,0.014982866,0.05264196,-0.027993767,-0.083792284,0.054897662,-0.046057437,0.0348477,-0.03427665,-0.070532255,-0.027545199,0.14826994,-0.0376165,-0.034413446,-0.120876394,-0.0050257035,-0.0003572546,0.11839809,-0.10491287,-0.097734325,-0.16098522,0.14257462,0.0972266,0.004515076,-0.0836866,-0.0043081157,0.0098752845,0.05197914,-0.040248796,0.109493,0.002803042,0.083661415,0.124609,0.04699129,-0.20288122,0.14390878,0.02406994,0.013937533,-0.059238054,0.009631809,0.11457051,-0.04460645,0.023550631,0.10113546,0.019167067,-0.03252642,0.16979524,0.03363053,-0.055240165,0.0055803997,0.025663108,0.021775663,0.1242739,-0.029020688,0.009432275,-0.18707773,0.045688182,0.026317272,-0.046396382,0.09496576,-0.10591476,-0.05230705,-0.054771617,-0.025477277,0.074513204,-0.030848207,0.02755983,-0.04018616,-0.061555296,0.020794757,-0.09159201,0.043407414,0.038766805,-0.07349389,0.039370973,0.10134642,-0.0018996916
0.13303487,0.1293263,-0.17471598,-0.07009049,-0.12088866,0.19735584,0.12505819,-0.24435109,-0.0072734053,0.043610305,-0.058452763,-0.23056397,-0.09572149,0.016997075,-0.0730481,-0.057201587,-0.08572451,-0.0942652,0.13887295,0.06285743,-0.1297472,-0.004880299,-0.09349952,-0.19108108,-0.07714256,0.07777876,-0.15908137,0.14244072,-0.12147901,0.098124735,0.14525242,-0.055986557,-0.055181313,-0.090612955,-0.054735653,-0.051340256,0.036276262,-0.17695515,0.018093428,-0.17939194,-0.06773311,-0.18037547,-0.15041749,0.0022139899,-0.0076902257,0.15961422,0.0443599,-0.00088180776,-0.2069685,-0.008966386,0.11912975,-0.06487705,0.08750061,-0.09986615,-0.08176299,0.041673496,-0.014790578,0.32004488,0.033034224,-0.041819684,0.063725285,-0.051127933,-0.05470647,-0.04772533,0.019030992,-0.0399814,-0.21381065,-0.026078058,0.16112249,0.13263689,-0.2191715,-0.06381754,0.31138286,-0.22595489,0.07456039,0.045026064,0.08877105,-0.02678682,-0.08083701,-0.17335343,-0.0948617,-0.1233327,0.021514662,-0.08387722,0.062487468,0.0013474181,-0.006641307,-0.08902392,-0.17117651,0.056542035,-0.058205508,0.026443074,-0.029945655,-0.22401573,-0.16188209,0.13157687,-0.10213537,-0.03282106,0.052428067,0.059942108,-0.059938017,-0.13964202,-0.14713722,0.060962092,0.17383102,0.009520709,0.056207202,-0.063092664,-0.03505567,-0.015915107,0.031221617,-0.081297375,0.08149748,-0.080646545,-0.08948578,-0.38194954,-0.02017058,-0.20725381,-0.03482913,-0.05798415,-0.039773498,0.007893211,-0.061659634,-0.060667597,0.043307323,0.14622109,-0.10548075,-0.17514057
-0.056924082,-0.07370169,0.11754387,-0.03567384,-0.07099707,-0.16928537,0.086835995,-0.10246589,0.059038907,0.10759246,0.05275579,-0.15293676,0.3343876,0.11787412,0.0020150866,0.044972938,0.009327676,-0.20599303,-0.00017138994,-0.0049920757,-0.12404607,0.02585463,0.032804664,-0.024958678,-0.12803495,0.06576643,-0.024166437,-0.19513974,-0.05919963,0.077227846,-0.108727545,-0.030004457,0.07194354,3.9709746e-05,-0.0595037,-0.10670504,-0.11221001,-0.15022562,-0.031944197,-0.020119827,-0.010876634,0.036473915,-0.077464595,-0.12235863,-0.02997213,-0.008191619,-0.13586898,0.116744064,-0.10858626,0.13294795,0.007829796,-0.13171121,-0.22502187,0.07278863,0.02072057,-0.13258561,0.03618202,0.104874834,0.040506817,-0.1686468,0.023683926,0.023488354,0.03797681,-0.041100252,-0.080890864,-0.28426832,0.06225006,0.13818833,-0.16368441,-0.07637402,-0.0013358677,0.065454185,0.10465191,-0.14079858,-0.19485897,-0.06658782,0.13810235,-0.0033830758,0.13257347,-0.15388894,-0.067141026,-0.0920104,-0.032101974,-0.2330034,-0.049646813,0.021606378,0.03131553,0.03655969,-0.035637904,0.16608846,0.07089698,0.040455014,-0.14174828,0.0782984,0.047438905,-0.10049475,-0.056731485,0.035126712,-0.0050324956,-0.14751083,-0.030980045,-0.039042827,-0.09751562,-0.100579806,0.0319152,0.13450882,0.10145466,-0.025370194,0.0105592245,0.16518699,0.041421507,-0.04513948,0.10533404,-0.11552041,-0.083921246,-0.046992566,-0.06513139,0.057238467,0.20435148,-0.2802632,-0.010045919,0.00018771566,0.18396649,0.07887362,0.089045055,0.008556636,-0.07398601,-0.20581223
0.08467505,-0.12423844,0.024520855,0.08705283,0.12018145,0.14706957,-0.22071166,0.01567906,-0.114165455,-0.081378564,0.11622893,0.06337751,-0.04878751,-0.12280011,-0.2065084,-0.16479927,-0.05362261,-0.053303026,0.24737047,-0.11661583,-0.07143385,0.074724644,0.13841002,-0.042747203,0.14470115,0.12226606,0.10615922,0.13376534,0.09257867,-0.26522514,-0.003930825,0.010171969,-0.07870364,-0.1386727,0.08735021,-0.048940074,-0.050266158,0.0688325,0.08792445,0.002226266,-0.21428066,0.016033748,0.08132536,0.041397296,-0.010696938,-0.10615545,0.038051706,0.08282642,0.004751119,-0.12916282,0.024173314,0.027740398,0.06391808,0.07338895,0.117628515,-0.05174353,0.20110032,-0.23372257,-0.0054607196,0.033219945,0.003466384,-0.023322651,0.0079594385,-0.045936115,-0.04224643,0.11518009,-0.0279756,-0.012933593,-0.08094376,-0.127675,0.027529731,0.07214558,-0.16414504,-0.02749701,0.059314102,-0.0060031386,-0.13542286,-0.0888521,0.038742032,-0.024505252,0.0310071,-0.0692375,-0.0058395104,-0.049020935,-0.12983066,-0.10283229,-0.14205128,0.110355504,-0.1267782,-0.09240891,-0.14494199,-0.06526168,0.06730937,0.03123011,-0.13676332,0.009723164,-0.048123054,-0.16118869,-0.10620948,-0.02824447,0.040627997,-0.009616512,0.11677777,0.08625581,0.16402566,0.00035171545,-0.04731477,0.16881655,-0.0028437083,0.08149226,-0.051357154,-0.19539914,-0.012111036,-0.186777,-0.19391413,0.0005910874,-0.03859302,0.037826676,0.021707427,-0.027972404,0.052229956,0.006062442,-0.109867126,0.11868974,-0.1451428,0.0749922,-0.07563201,0.085236765
-0.14886831,-0.07693252,0.18792012,0.1517648,0.16492441,-0.078086086,0.11108372,-0.093184054,0.113524444,0.13646813,-0.17605737,0.09327159,0.15710159,0.012329759,-0.05012142,-0.115602165,-0.0094723,0.13258128,-0.15730368,0.07068009,-0.1019154,0.051755946,-0.14971577,0.12443886,-0.032292504,-0.1656733,-0.097835146,0.02542984,0.021837432,-0.009695449,0.015062446,0.16541843,-0.06847523,-0.025883636,-0.025317926,-0.11728115,0.025346272,0.07805578,-0.061854485,0.1441467,-0.07549405,-0.022031555,0.04624731,0.19387294,-0.039926056,-0.044450223,0.046672124,-0.24449214,0.19391857,0.17387635,0.0136621585,0.0013839834,0.06317092,0.025300093,0.08396107,0.058292888,0.045269836,0.07699781,0.07715,0.14142433,-0.04317505,-0.039078005,-0.021839632,0.01806871,-0.09518762,0.10157106,-0.23855764,0.017028296,-0.18520646,0.16246961,-0.06675724,-0.059640825,0.06903995,0.07632145,-0.0863545,0.1382519,0.112184,-0.013130047,0.021616487,-0.10129848,0.07874578,0.10010957,0.087920666,0.0039749728,-0.11582876,-0.083449855,-0.09437939,-0.15020739,-0.09072157,0.22170456,0.017627465,0.08895249,0.09912721,-0.066972286,0.08473923,0.028974239,0.0020920744,0.1029481,-0.2547987,-0.12743692,-0.09000102,-0.006665669,0.08337419,0.00802424,-0.10596395,-0.11067872,-0.025799166,0.10942851,-0.1872171,0.034751065,-0.2729304,0.093029656,-0.28655124,0.15942363,-0.09500187,-0.13283102,-0.08990281,-0.32285663,-0.07245422,-0.16207272,0.19813366,0.13353701,0.08946741,-0.058408454,0.03275546,-0.23222414,-0.11580116,0.2415739
0.057609614,-0.18376589,0.011995492,-0.074296154,-0.098083526,0.012850541,0.08510598,0.11059347,-0.027426424,0.0359811,-0.17503867,0.16706702,-0.014386064,-0.30644405,-0.01926556,-0.06178623,0.13777015,0.11650767,-0.23194821,-0.1957367,-0.23409237,0.027315402,-0.14958067,-0.10058256,-0.01401074,0.06699992,-0.07243124,-0.02011855,0.010304014,0.009425634,-0.00062497845,-0.17957298,0.09103039,-0.13240124,-0.008548745,-0.288558,-0.029092059,-0.08173811,-0.2363476,-0.0775007,0.16983448,-0.026675785,-0.03943397,0.049850628,-0.04981256,-0.010292507,-0.18985249,-0.06453783,-0.08948985,0.050607342,0.15764208,0.0029663835,-0.1108906,0.0012270636,-0.040110126,-0.15887293,0.091167875,0.068398,0.03423645,0.10462335,0.099169075,0.0646661,-0.06010804,-0.03195474,-0.0028355685,0.020882785,-0.008373705,-0.2529817,-0.003077987,0.18632099,-0.053838585,0.05290478,0.12365449,0.011539406,0.048989303,0.121287696,0.13984253,-0.014507914,-0.0002812462,-0.1483578,0.113015026,0.06259748,-0.11369702,0.029495094,-0.12750827,0.15110873,0.07781241,0.12150087,0.0025244316,0.06754998,0.021180559,-0.06349996,0.06596787,0.09822903,-0.125339,-0.19510257,0.055596758,-0.09913858,-0.03347411,-0.20820585,-0.071022324,-0.28876787,0.0042966246,0.17992072,-0.19869773,0.022787903,0.028148443,0.21549645,-0.10185234,-0.16332053,-0.14613962,0.086258866,0.05069291,-0.1924562,0.08640367,0.060030594,0.03835851,0.059898194,0.08742714,-0.17635573,0.15863496,-0.03474335,0.03521443,0.050529476,0.07685,-0.007929418,0.050333984,0.09210786
-0.18426277,-0.013396974,-0.10740352,-0.03377099,-0.20854525,0.12594908,0.09650468,0.322486,0.15071501,-0.047438398,0.13015926,-0.108909935,-0.17561452,-0.045198835,-0.028872851,-0.019717505,0.08532804,-0.096449286,0.032182675,0.021631457,0.16843103,-0.2747154,-0.1838562,-0.013356582,0.021887617,0.0019391807,-0.10367688,-0.13500373,0.13746482,0.13399334,0.1744138,-0.22629409,-0.032204915,0.06879716,-0.05439431,0.02825184,0.022220291,-0.16794583,0.061502103,-0.32979232,0.19700924,-0.071960025,0.014945279,0.16187373,0.026594922,-0.072704405,-0.036884014,-0.16593769,-0.16330528,-0.07555125,-0.145522,0.10755205,-0.17864093,-0.017171282,-0.20637679,0.011576599,-0.2034639,0.050685033,0.013213481,0.11140268,-0.043611098,0.23437601,-0.15008588,-0.016345646,0.12560324,0.08552762,-0.11991455,0.06452067,-0.08535122,0.0813802,0.21022211,0.055805057,-0.011447092,-0.19075076,0.03333264,0.024602681,-0.0631277,0.11577869,-0.26483288,0.03210706,-0.006407571,-0.16381198,-0.032138154,-0.061747998,-0.06834561,-0.09049139,0.04972669,0.003162384,-0.06281319,-0.0994356,-0.0036045688,-0.0953934,0.0152231315,-0.1977962,-0.02932814,-0.20281512,-0.222276,-0.07786954,0.0840111,0.03450889,-0.06293847,0.092982925,-0.13287966,-0.027123317,0.06515588,-0.006075564,0.11112626,-0.19076115,0.031885803,-0.023098072,0.14462923,0.08423464,-0.060304597,-0.12099259,-0.058865886,-0.1872447,0.07964204,-0.056963418,0.0030652345,0.10619608,-0.09004577,0.09755553,0.02732534,-0.15508547,-0.11929994,0.30196765,0.09619823,-0.06799152
