0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0.27778977,-0.18021838,0.04898071,-0.057403892,-0.3905259,-0.013537431,-0.10823595,0.3368864,-0.08565172,0.2168912,0.08538131,0.13015223,0.062972486,0.13272496,-0.39367467,0.0720791,-0.25168464,-0.08813117,-0.17633323,0.023656787,-0.31747687,0.15589339,-0.28434095,-0.20572276,-0.34107253,0.005410371,0.059110705,0.30179906,0.11443465,-0.05774075,0.28064737,-0.024010286,0.44079748,0.11102179,0.13338728,0.001171289,0.023487395,0.19850776,0.0754615,0.108247384,-0.07950995,0.47096545,-0.25667667,0.23701698,0.2568839,0.30558923,0.015167468,0.04013707,-0.07708231,0.038294043,0.053428702,0.02484754,0.057884905,0.5248505,-0.017070374,0.20405321,-0.6154361,-0.32185742,-0.42650774,-0.23398316,-0.117846206,0.18959013,0.13755448,0.22602603
0.04885079,-0.17785804,-0.16455136,-0.18207815,-0.04797637,0.04140377,0.1152665,-0.15245864,-0.112758465,-0.030503182,0.23475341,-0.15997694,0.06254679,-0.15296014,0.27619877,-0.21823438,-0.01693552,0.14072539,0.02947545,-0.16299468,0.16666639,0.3612248,0.20432994,0.0062856367,0.08654407,-0.19791532,-0.38368338,0.02745517,0.26358283,0.07166686,0.057930145,-0.10529337,-0.41145584,0.04232617,-0.187315,0.16962704,-0.12346435,-0.10769711,-0.17236225,-0.015978122,0.047245897,0.02949196,-0.15027745,-0.341255,-0.02985994,0.15476134,-0.30128947,-0.35076803,0.09114935,0.13819288,0.046188254,0.12637319,0.11925202,-0.013404702,-0.002385609,0.13458616,-0.064700946,0.4508986,0.025604779,-0.11058373,-0.057436954,-0.41990256,-0.17806934,0.26946124
0.0898722,0.029158195,0.1546186,-0.22669388,-0.039250456,-0.001756433,0.0061653033,-0.13415058,-0.086494856,-0.009283678,-0.1732404,-0.48721284,-0.083212346,-0.12517428,-0.020914739,0.22871119,0.12070123,0.031996753,-0.093877226,0.21544428,0.10034892,-0.27361047,0.22550446,0.27251226,-0.23262474,0.13359731,-0.13930805,0.065548114,-0.30058596,0.08864319,-0.1461616,0.15588753,-0.059168745,0.028511405,-0.034480862,0.12717894,-0.21488366,0.06064944,-0.18294524,-0.483195,-0.23921448,-0.058305085,0.72263205,0.03506059,-0.1373009,-0.11564499,-0.082906365,0.040861867,-0.34109256,0.21416314,-0.22325009,-0.12936558,-0.11755783,-0.055209544,0.30689064,-0.7331042,0.1567791,0.14886905,0.039961107,-0.014026329,0.051817767,0.05305218,-0.1775225,-0.2211511
-0.30763093,-0.08732223,-0.3397385,0.06032493,-0.2903957,0.36594424,0.06952628,-0.1622857,-0.036368467,0.20400544,-0.015951104,-0.17064239,-0.10613686,-0.38773152,0.3891862,-0.24697791,-0.049835358,-0.46216014,-0.08923404,-0.46419767,-0.42574504,0.24040407,-0.13748536,0.17995718,0.12342764,-0.1240564,0.05945084,-0.032109514,0.43752545,0.18134823,0.11632776,-0.1631664,-0.2665092,0.07655895,0.11900131,0.3327407,-0.17378229,0.091896065,-0.024237119,0.08967924,0.17907979,0.014446104,-0.015800342,-0.19644932,-0.1506777,-0.24321415,0.07976982,0.1441254,0.037442587,0.0673369,0.024809757,0.29355133,-0.036873113,-0.018012006,-0.045366615,0.35840368,0.0013683803,-0.09605383,0.121337585,-0.03246613,0.14777207,-0.38646862,-0.105971865,-0.19584964
0.13888252,-0.069348164,0.06325518,-0.21126363,-0.24028732,-0.10662453,-0.47636962,0.11708725,0.18656878,-0.021443527,0.10099899,-0.15591203,0.11547238,-0.037024517,0.02044706,0.010827525,-0.29099473,-0.094655246,0.11111993,-0.19711882,-0.06457084,0.035810094,-0.046722043,-0.115349784,-0.12116034,-0.49405617,-0.04938557,0.0863828,0.30561256,0.22879303,-0.011019051,-0.43277818,0.11047108,0.32086453,-0.09054438,-0.17027242,-0.03349191,-0.06349532,-0.20835368,0.004112101,0.0381181,-0.099390395,-0.105878025,-0.07888023,-0.023893606,0.22073929,0.053570677,0.23884206,0.20432067,0.057078168,0.58630604,-0.19070645,0.30715948,0.012820629,-0.080141515,0.07796789,-0.054603156,0.030095456,0.13156974,0.00051223725,-0.38632846,0.18705422,-0.06344573,0.03257423
-0.2614957,0.32103702,-0.30853295,0.15226455,-0.050523877,-0.15100142,-0.118339464,0.19104832,0.29354984,-0.20636804,-0.3421533,0.49129948,0.06890354,0.23554341,-0.44211268,0.095497936,0.13050075,-0.2674369,0.3435772,0.28833714,-0.4357461,0.115251064,-0.7546664,-0.47742936,0.017994562,-0.035738334,0.20279434,-0.087109104,0.13216747,-0.45635092,-0.42752486,0.5622017,0.26819658,0.072353214,0.4251643,0.041397803,0.4271727,-0.48695156,0.11926437,0.36828184,0.34430033,0.46451038,-0.4857478,0.2842003,0.2176352,-0.14420626,0.36375546,-0.26871455,0.32441264,-0.34842524,0.29444018,-0.2115345,-0.4091319,0.26159132,-0.4319237,0.50684476,-0.102979735,-0.3934054,0.0559853,-0.04462011,0.028015288,0.10653835,-0.012303332,-0.3792457
-0.16388018,0.15972526,-0.018166125,0.22241697,0.05748429,-0.0071925656,-0.074553244,-0.17754337,0.46706226,-0.42055047,0.004243069,-0.10850266,0.55618876,0.23846263,-0.111025035,-0.009064129,0.03273822,-0.117273815,0.424812,0.08938124,-0.056928325,-0.02524119,-0.0043081283,0.04468524,0.12528273,-0.0840206,0.047662318,-0.5076873,-0.014424736,0.049201816,-0.3768969,0.09721728,0.013528814,-0.04570026,0.05236441,-0.22800294,-0.09710012,-0.14938219,0.018039808,0.06566766,-0.0062525915,0.014807398,0.041623794,0.053542428,0.08881854,-0.06489511,-0.13177016,0.018694684,0.07112944,-0.19980451,0.09465011,-0.07812228,-0.036308065,-0.047286693,-0.02990514,-0.086449504,0.13358118,-0.0047936523,0.0155746285,0.10066615,-0.06804828,-0.07093305,0.25581637,-0.10146213
-0.20803756,-0.033884883,-0.026706217,0.29522085,0.23511812,0.20047995,-0.012263906,-0.023983562,-0.09312766,-0.41956413,-0.13753754,0.33398643,0.1745648,0.19274394,-0.18556161,0.008272571,-0.13556613,0.055186965,-0.10553068,0.25056213,-0.08455862,-0.028377017,0.090239294,-0.38241494,-0.09783282,-0.06471211,0.020448212,-0.26257786,-0.056284953,-0.081607975,-0.0794797,0.38908178,0.087762505,0.06749274,0.35238668,-0.39062184,-0.15423493,-0.17865025,0.36736482,0.06043097,0.26012546,0.40300205,-0.34851936,0.025061145,0.26554787,0.13881889,0.25571892,-0.3316345,-0.12347845,-0.39079168,-0.022862293,0.08544903,-0.39983514,0.2224031,-0.24811372,0.07413499,-0.23651388,-0.06794419,-0.16332808,0.24179217,-0.114867374,-0.07173293,0.37371284,0.035120368
0.026677411,0.26497144,-0.0011749886,0.09952434,0.25140303,-0.086795524,0.009476217,0.08358579,0.118967935,-0.2856381,-0.1852914,0.24897479,0.2520274,0.4547696,0.07957349,-0.17959835,0.13409168,-0.070239305,0.3015427,0.66793334,0.23288487,-0.09656688,-0.25554553,-0.016043155,0.11729861,0.1599401,0.3493028,-0.37403297,-0.21984804,-0.13284677,-0.5194699,0.2905513,-0.06030896,0.053832747,-0.01788313,0.10776571,-0.027867611,-0.15052056,0.35631558,-0.07492961,0.019052606,-0.08507953,0.11802053,0.0861313,-0.18402845,0.04016147,-0.077725306,0.03244817,0.2955545,-0.06104515,-0.15393052,-0.19835718,-0.33988228,-0.074147336,-0.20546027,-0.09229619,0.077955864,-0.09176923,0.052851938,-0.0086031,-0.038963236,0.070409864,-0.0450907,-0.48417732
0.32967737,-0.13834845,0.38798368,-0.32655457,0.15777013,-0.12133645,0.029560912,0.19260557,-0.2943673,0.2748942,-0.09430043,-0.25221786,0.070690155,0.2212055,-0.064023085,-0.06594857,-0.28936824,0.41806892,-0.39998642,-0.21492575,0.0870057,0.0576677,0.28237975,-0.14452688,-0.36413443,0.0866182,-0.07203137,0.18750186,-0.031377047,0.17702657,0.1801663,0.03916185,0.36890358,-0.11698745,-0.012852522,-0.25163022,0.1275968,0.4179662,0.11973293,-0.2860112,-0.16190943,0.046741538,0.23528154,0.034462195,-0.08088628,0.111486785,-0.258157,0.11031624,-0.15740973,0.19571391,-0.09477305,0.07989854,-0.08348033,-0.020971224,0.29372182,-0.30536497,-0.53663355,-0.048852816,-0.27452356,-0.123757206,0.025196,0.06066485,-0.2736458,0.4458042
0.23301882,-0.4202439,-0.3370967,0.017070377,0.3329649,-0.10645199,0.34005955,0.009436633,-0.15013605,0.089129075,0.14510158,0.08586477,-0.11480852,0.025330478,0.09362693,-0.004781505,0.40622437,-0.03910642,0.13025063,0.18089123,0.12024344,0.5797417,-0.10840444,0.13710731,-0.18146844,-0.033754677,-0.20805489,-0.120440826,-0.20606223,-0.042390395,0.114331596,0.31818968,-0.1426415,0.10197852,-0.4022366,0.33476812,0.10322868,-0.043227207,-0.060530532,-0.12987478,0.2755132,0.07953059,-0.13671558,0.1221138,-0.0957999,0.18653329,0.023777727,-0.62420607,0.09220216,-0.09523428,-0.16611692,0.30523688,-0.057050098,-0.016931074,-0.040270593,-0.1344056,0.011988117,0.24101672,-0.018979132,0.020034375,0.28258476,-0.6142242,-0.45014346,-0.22342868
0.122547075,0.095623426,-0.044787277,-0.14048727,0.078003384,0.06376712,0.10981589,0.26516572,0.09166059,-0.204263,-0.31959087,0.06874217,0.3892686,0.60768026,0.029042639,-0.03606443,-0.056484833,0.18409134,0.053089347,-0.07320415,-0.027097289,-0.06702998,0.0019898573,0.023865992,0.14541635,-0.2817146,0.5938042,-0.158336,-0.117987186,0.057879563,-0.028007552,-0.0019651295,0.06107353,-0.12759332,0.3587692,-0.39326006,0.15355034,0.015067107,0.35222077,0.08860674,0.07422251,0.021833621,0.19830263,-0.03924051,-0.13336697,0.041421264,-0.21382906,0.00542361,0.1960825,-0.013431935,0.027061343,-0.3108286,-0.35095203,-0.030595843,0.038302563,-0.15839945,-0.21177799,-0.20860209,0.12358624,-0.0977921,-0.25665864,0.19556375,0.10042075,-0.20814386
-0.0840744,-0.00515846,-0.02960809,0.11116751,0.009276045,-0.11651976,-0.22014439,-0.27822718,-0.16998176,0.17397648,-0.17730522,-0.62718165,-0.1723597,-0.13830353,-0.01188285,0.17674771,-0.032988723,0.09838307,-0.0034009847,0.22521286,-0.0036061488,-0.01490393,0.33065557,0.36528957,0.05932313,0.14435917,-0.16946267,-0.119390614,-0.17060551,-0.06370625,-0.26599234,0.19697197,-0.17984854,0.032958534,-0.028704207,0.37288845,-0.17123108,0.14135121,-0.22868784,-0.44946998,-0.2796438,-0.086842634,0.52310306,-0.17280543,-0.092014745,-0.21416928,0.14757238,0.06425164,-0.41345155,0.16012786,-0.2416431,0.011724153,0.16424254,0.013612081,0.23186934,-0.21919757,0.14352201,0.2563291,0.06502333,0.3404102,0.2570828,-0.08374069,-0.12931411,0.055849392
-0.27459905,-0.014093988,0.19299214,0.061472602,-0.044899616,-0.0256694,-0.2509744,0.34777582,0.1055586,-0.12557499,0.19440795,-0.40737766,0.12808931,0.12053918,-0.22799985,0.21381825,-0.23620667,-0.017347898,-0.16363625,0.0620272,0.23874053,-0.32300532,0.38059792,-0.17660193,-0.047382195,0.30088514,-0.09311992,0.22175893,-0.1997223,-0.1307917,0.08124434,0.05369204,0.40375364,-0.18842474,-0.20244126,-0.017848592,0.21860448,0.33821735,-0.0105582625,-0.0024057592,-0.5532178,-0.07246533,0.2711101,-0.11153067,0.01629784,-0.06717027,-0.1007077,0.17894828,-0.15057994,0.016613724,-0.15613683,-0.0849456,-0.13426715,-0.3175341,0.68065965,-0.5666649,-0.41607675,0.16818027,-0.2452232,-0.21825604,0.1539128,0.26073053,0.18738344,0.20275392
-0.35992345,-0.10639544,0.3710697,0.5129922,0.43905333,0.13549782,0.1558132,-0.22708294,0.29879868,-0.13813749,0.22181445,-0.1394535,0.24549505,-0.115232155,0.34812295,-0.11334074,0.22767112,-0.2920275,0.29486173,0.09940109,0.118242666,-0.12181761,0.025959313,0.0015504224,0.48463842,-0.1012702,0.01881318,-0.29356706,-0.16285156,-0.45634305,-0.034663536,-0.0900584,-0.48914814,-0.5269644,0.02461801,-0.10621301,-0.0077016447,0.020334732,0.1183041,0.22612652,0.014192867,-0.099495776,-0.042666197,-0.046818618,0.18528779,-0.30247685,-0.34665477,0.067443706,0.31036633,0.13846411,-0.44023198,0.40939707,0.08360818,-0.3138531,0.1481161,-0.13900076,-0.09701708,0.43143606,-0.22591387,0.06706085,0.285066,-0.016524896,0.25193587,0.104227036
-0.003328809,-0.63221323,0.20301282,0.17772639,-0.059951875,-0.024723232,0.08258406,-0.004541881,0.032598652,-0.006112959,0.3127051,0.04309215,-0.15734027,0.005442979,-0.04892019,-0.15188423,-0.23566741,-0.0016888778,-0.036120597,-0.086317435,-0.04840208,0.42739138,0.028366512,-0.30254635,0.08533618,0.055976834,-0.43827957,0.07548073,0.27293742,-0.08450254,0.120441295,-0.029446747,0.05408102,0.18555318,-0.50222254,-0.054889884,0.11566357,0.048637617,-0.41572845,0.19482231,-0.14102578,0.37359634,-0.10186862,-0.4430377,0.17759988,0.122525565,-0.076325536,-0.44601768,0.06496079,-0.108544484,0.20853001,0.38214043,0.25332043,0.0946282,-0.04026827,0.15151955,-0.21791478,0.3905798,-0.34852877,-0.018340347,0.14412373,-0.41144827,-0.093756005,0.5376413
-0.14008787,-0.005179363,-0.08819671,0.22518007,0.22378896,0.077732086,-0.031178726,-0.54905456,-0.01931859,-0.14033999,0.11569268,-0.29188392,0.042460747,-0.22684176,0.24716213,-0.035517376,0.14672741,-0.161647,0.14140381,0.06897422,-0.103821024,-0.028936166,0.027276024,0.3050187,0.064058565,-0.07738393,-0.14563958,-0.12715586,-0.07874245,-0.041596595,-0.47390047,0.12632628,-0.45681182,0.18416782,-0.23018767,0.33966884,-0.3581129,-0.19742694,-0.15634456,-0.35341668,0.024401795,-0.12905149,0.14377199,-0.116115786,0.068497255,-0.2983104,0.14800337,0.0038156777,-0.063597284,-0.009301041,-0.3711471,0.008178709,0.008319847,0.031414352,-0.10214194,-0.10636253,0.5344631,0.5200063,0.088899665,0.24793188,0.050949782,-0.34172994,0.02642453,-0.0548461
-0.1284452,0.32656783,-0.44387698,-0.16830339,0.009970588,-0.040241987,-0.19061375,-0.12288715,-0.026936688,-0.1569557,-0.49536148,0.051227592,-0.03259243,-0.0981706,-0.12976722,0.19909695,-0.16480091,-0.20997758,0.07965057,0.17585604,-0.12960392,0.114222124,0.095331825,-0.02139693,0.28962106,-0.19144416,0.23237914,-0.034091927,0.23906562,0.0821489,-0.16980432,0.15411346,-0.1806327,0.33905238,0.19375661,0.23399396,-0.044494946,-0.012934143,-0.21693277,-0.120990336,-0.18445805,-0.3561596,0.28951046,0.079698145,-0.12795293,-0.22199616,0.3615102,0.46898773,0.012206349,0.08104953,-0.004896015,-0.2372397,-0.15215348,-0.010992027,-0.033784207,0.038765304,0.50450516,-0.035406083,0.5971855,-0.02703926,-0.044672705,0.16095607,0.015480923,-0.68583965
0.26003367,-0.039272,-0.31078184,0.021601478,0.094867244,0.10984566,0.3106237,-0.053769324,0.01650366,0.18311968,0.021884419,-0.26198113,0.030310197,-0.049727585,0.51648515,-0.28352135,0.3536462,0.29974332,0.2754198,0.11407735,0.5096878,0.17457658,-0.09888765,0.040927663,0.12714149,-0.14883597,0.14202653,-0.4822237,0.17106228,0.10967426,0.06754971,-0.11666225,-0.5321652,-0.08750911,-0.30089864,0.38382295,0.20704783,-0.54289085,0.16599691,0.022767143,0.43099883,-0.34484005,0.10954371,-0.012909653,-0.2985081,0.14327356,-0.5807631,-0.21389379,-0.01223495,-0.053395417,-0.08972797,-0.25353408,0.133464,-0.44056058,-0.10786438,-0.14258185,0.6369557,0.2525652,0.044545304,-0.17924005,0.0910841,-0.35533282,-0.29891062,-0.4340302
-0.31543395,-0.034723323,0.27378777,0.7880831,0.14418669,0.03673651,0.18147874,-0.056730766,0.1214533,-0.3422186,0.29013142,-0.030043717,0.043073453,-0.1749286,0.33964533,-0.19424252,0.3310838,-0.31557494,-0.005232676,0.0053843446,0.01359161,-0.10602848,0.1037208,-0.027020914,0.29676336,0.007549805,-0.18081419,-0.38453105,-0.24318717,-0.24755691,-0.31861645,0.07132966,-0.28831467,-0.27800205,0.063030265,-0.07226496,-0.15603045,-0.11665358,0.09013808,0.2331074,-0.0475602,0.07379039,-0.035612926,-0.058451507,0.36257112,-0.17404282,-0.057009835,0.060123708,0.052742727,0.08634597,-0.41296294,0.3076781,0.1741082,-0.15544902,-0.0068172878,-0.09782386,-0.057215307,0.24092777,-0.2982232,0.40136886,0.11635933,0.022169804,0.2050328,0.1439253
-0.21175049,-0.19873966,0.03238144,0.060404424,0.15130457,0.42974818,-0.12232697,-0.32813108,-0.2040251,0.06496501,0.08724212,0.046236068,-0.021601392,-0.28998315,-0.036943093,-0.31174317,-0.10076798,-0.4718323,-0.17903201,0.054897442,-0.3858215,0.27190623,-0.18779121,-0.09752276,0.4153124,-0.3761165,-0.22641884,-0.11943897,0.2381413,-0.17606635,-0.115782104,0.17959787,-0.3033894,0.005590095,0.0043427735,-0.01568586,-0.26291147,-0.16108342,-0.11528916,0.014947899,0.21008076,0.13603345,-0.10986161,-0.4094071,0.0990158,-0.29878402,0.14676657,-0.058856767,0.084973015,-0.07345425,0.10233849,0.51289195,-0.027492797,0.13459697,0.103338234,0.41262618,0.053866923,0.008899843,0.015111503,0.25453562,0.0061300723,-0.35603344,0.23638347,-0.10228628
-0.1386086,0.14628889,-0.040164072,-0.00554145,-0.33554253,0.20491685,-0.27358133,0.028230203,0.077561654,0.22317684,-0.6385765,0.2123607,-0.19337483,-0.048152853,-0.04502266,0.16951157,-0.15135786,-0.26246935,-0.025078088,-0.17874542,-0.52699155,-0.28848758,-0.2808268,0.25674197,0.06761501,-0.18783948,0.33091646,-0.014074804,0.14226736,0.5010293,-0.045249064,-0.106566295,0.12333057,0.057566658,0.30442894,-0.12865764,-0.37627974,-0.087408595,0.059858326,-0.07019291,0.059283722,-0.16642894,0.13577354,0.027530853,-0.23337428,-0.22083673,0.2840432,0.30000174,-0.16433334,0.16969115,-0.103795566,-0.26198807,-0.19748561,0.32765913,-0.13103616,0.23290089,-0.07396535,-0.35827443,0.2593266,0.020184074,-0.10568377,0.1087438,-0.112871215,-0.3011676
0.1154711,-0.25181428,0.052640438,-0.3676187,-0.26858786,-0.011653603,0.11438442,-0.12277845,-0.1791416,0.23693892,-0.5136307,-0.22223915,-0.016577205,0.08428782,0.22159536,0.07563446,-0.13475595,-0.051884115,-0.1918254,-0.11899514,0.057738982,0.22647196,-0.16375032,0.32659584,-0.14674869,0.017470224,0.12487411,0.15445971,-0.07160255,0.20486514,0.22646147,0.05878407,-0.127263,-0.16107431,0.060486965,-0.061205894,-0.06526634,0.00834084,-0.109819226,-0.48463848,-0.14945345,-0.0659626,0.4262735,-0.051309932,-0.48339105,-0.039692238,0.14278969,0.14821425,-0.51155245,0.32444736,-0.41210374,0.035336614,-0.15535739,0.25317535,0.068293825,0.051957905,-0.14928198,0.083066955,0.21940953,0.2021546,0.00097136607,0.00014278729,-0.20810235,0.08779211
0.14912845,0.052731786,-0.22849484,-0.5867002,0.06416284,0.3971892,-0.22121336,0.06731219,-0.39048165,0.032941777,-0.60331994,-0.41221222,-0.038319357,0.11905823,0.21740659,-0.0836611,-0.3611325,0.07652402,-0.2296504,-0.067535385,0.18661252,0.004550937,0.10228996,-0.015553491,-0.10335281,-0.08986129,0.2005423,0.20336874,0.115921505,-0.10390767,-0.0058984365,-0.039331377,0.03188739,0.10721495,0.07751362,0.059261933,0.37048355,0.01609037,-0.114166066,-0.13689654,0.08532418,-0.2902363,0.38248312,-0.35717115,-0.75846756,-0.00336992,-0.043473482,0.15943043,-0.17717634,0.124621406,0.033122685,-0.21959367,-0.54602367,-0.21011993,0.56388164,-0.2569975,-0.10095884,0.1402816,0.38151073,-0.07721905,-0.23419821,-0.017199807,-0.15635157,-0.00097322743
0.2958641,0.16611882,-0.46746388,-0.3106202,-0.23455621,-0.1521748,-0.33563736,0.034511052,-0.055247206,-0.1661999,-0.1900708,0.022861334,-0.118320875,-0.0053177103,0.037168883,-0.025268901,-0.2360837,0.15041749,0.037628315,0.26173267,0.060686555,0.421528,0.15344273,-0.060121905,-0.15864818,-0.16569886,-0.082138605,-0.15477477,0.11560931,0.21033487,-0.07281497,0.26767582,0.17118968,0.3630463,0.056734126,-0.158909,-0.1594793,-0.1697239,-0.2730335,-0.16285361,0.09512071,-0.08716555,0.05979425,0.05607307,-0.1379107,0.46092662,0.21145336,0.058535703,-0.07036219,-0.066814564,0.004994908,-0.25849593,-0.10568365,0.10900917,-0.09121836,-0.04273056,0.25709638,0.12763062,0.09209185,0.09153482,-0.16605282,0.082940176,-0.23492059,-0.1257123
0.6671788,0.11244725,-0.3469376,-0.34653354,-0.1637043,0.08889015,0.18564966,0.33057904,-0.037377432,0.0074416394,0.026747232,-0.33895645,-0.1295017,0.113627836,0.29650646,-0.17164104,0.06935629,0.18210521,0.11852483,-0.19417712,0.19067562,0.17485344,-0.07693515,0.0788222,-0.035763074,-0.16939573,0.46565893,-0.064075,0.061430372,0.311004,0.1985168,-0.5066187,0.11054942,-0.16299564,0.017569732,0.008224009,0.053302977,-0.012937373,0.09402123,0.053225994,0.16352925,-0.1720372,-0.07339539,0.34370542,-0.31632984,0.33925918,-0.22987859,-0.073533066,0.15262255,0.15476044,0.027918274,-0.30966914,0.07325635,-0.046792272,-0.04255887,-0.08779644,0.09228579,-0.06791682,-0.10363229,-0.34217766,-0.22195685,0.030116037,-0.56683576,0.054290395
0.09907086,-0.13688609,-0.014180552,-0.013545279,-0.5328964,0.38393897,0.10899471,0.05134756,0.0077250516,0.30983457,0.045758866,-0.09074475,-0.0051996987,-0.32444572,0.23854396,-0.08115615,-0.14455575,-0.22650816,-0.08285383,-0.665678,-0.20521805,-0.31339246,-0.37912583,0.5418169,0.07908088,-0.05757712,0.13041882,0.21507137,0.20034654,0.51073295,0.35725385,-0.38988474,0.013054577,-0.27152506,0.12479036,-0.12889323,-0.4529762,-0.03615914,0.34926736,0.007842168,0.05869075,0.08147624,0.123878576,0.021498632,0.14365785,-0.15808564,-0.09809148,0.19121037,-0.10307281,0.3851729,0.077062085,-0.041207433,0.24555208,0.037749413,-0.095276035,0.11835555,-0.03421453,0.0049925065,-0.046422146,0.08753188,-0.16919953,0.16839088,-0.026293175,0.10508214
0.18774517,-0.10791975,0.2661727,-0.36891985,0.06559541,0.017820412,0.11090454,0.29524964,-0.39491364,0.082687795,-0.18742566,-0.1325184,-0.09737611,0.047017556,-0.12579885,0.012295906,-0.46038765,0.29006356,-0.4594665,-0.055819824,0.070216976,-0.09230962,0.21464291,0.014745548,-0.36680233,-0.023070656,-0.11687984,0.27461633,-0.13188104,0.07566613,0.3793171,0.053200103,0.18824962,-0.07987842,-0.02376101,-0.0036707046,-0.17177294,0.498703,0.11485395,-0.29791507,-0.29498196,0.0079774875,0.31012192,-0.15655272,-0.2047974,0.23646758,-0.12121239,0.0441007,-0.44685754,0.059862368,-0.2260063,-0.026357498,-0.21973805,0.28337908,0.4363358,-0.37247482,-0.33773163,0.022954848,0.003968922,0.07260287,0.072559364,0.037036315,-0.2846689,0.18300639
0.1354104,0.27275428,-0.22478372,-0.014499098,0.14353532,-0.18246469,0.20127432,0.0575304,0.058530435,-0.088915974,0.027022917,0.0014720064,-0.1391898,-0.062347654,0.11859239,-0.047475234,0.2747788,0.026488557,0.4568465,-0.0027414474,0.16593762,-0.07024079,-0.23984525,-0.03121485,0.19377409,-0.013204971,0.37937927,-0.16106586,0.172818,-0.124084614,0.1443858,-0.24332319,-0.10866002,0.1320066,-0.26085567,-0.051735077,0.201414,-0.45925403,0.19657007,0.6276056,0.3658972,0.062953725,-0.1800295,0.039812382,-0.064659774,0.09014772,-0.26683024,-0.11251168,0.6416398,-0.18773712,0.38732484,-0.048004918,0.10004671,0.022556739,-0.27204216,0.17834875,0.28299084,-0.16260682,-0.18186113,-0.4178863,-0.15282756,-0.005422091,-0.3265952,-0.14590715
