0,1,2,3,4,5,6,7,8,9
-0.18678664,0.13070114,-0.5349403,0.10411196,0.08162496,0.17995757,0.36695248,0.27638948,-0.7377224,-0.5301465
0.40810338,-0.5091803,0.3496283,0.21950124,0.03611101,-0.3999314,0.55746037,-0.75387716,-0.59165126,-0.49258575
-0.45156282,0.38125268,0.003113653,0.35982636,-0.08679065,0.4378283,0.23571463,-0.5516844,-0.70097953,0.23708978
0.022055527,-0.32485363,0.09701924,-0.19234015,0.4061485,0.079216614,-0.7166563,0.041088015,0.34274283,0.33445337
0.13582994,0.5372506,0.13959132,0.43221194,-0.7115884,-0.3486289,0.3358329,-0.17228746,0.3670285,-0.46544057
0.22938944,0.4491256,0.32962537,-0.16600655,-0.55352455,-0.14672129,-0.6853052,-0.19733584,0.35264543,-0.3392049
0.3532914,0.3664303,0.29851863,-0.63487226,-0.111764714,-0.43467823,0.061845787,-0.56737506,0.20039153,-0.13286093
0.41864908,0.41730276,-0.30503193,-0.32451278,0.086705096,-0.46954826,-0.4267876,-0.5478765,0.1636669,0.5205516
0.37177986,-0.02602471,0.28459105,-0.5605317,0.041833017,-0.5011405,0.20475711,-0.56944466,-0.122808136,0.5350951
-0.08139268,0.28101632,-0.4520296,-0.34321597,0.13383457,-0.60680264,-0.4043461,-0.27137682,0.45040673,0.3180125
0.39666378,0.45479316,-0.53672814,-0.33790162,-0.34663147,-0.67951995,0.080946535,-0.5739176,0.12417849,0.51370347
0.020915886,-0.6019681,-0.02462768,0.38415116,-0.53404534,0.078480564,-0.29761335,0.09191659,0.083037704,0.4498314
-0.37810367,0.13092422,0.46155217,-0.06931344,-0.38927573,-0.31566587,0.36314783,-0.19903995,0.4180684,0.009653229
0.29796186,0.2957507,-0.21024744,-0.46810827,-0.32111865,-0.10169419,-0.5381972,-0.6435622,0.5124141,0.40395328
-0.49644908,-0.51778597,-0.072199896,0.27072564,0.27123025,-0.20273843,0.36583462,-0.469354,0.5747933,0.32339317
-0.3110096,-0.25171745,0.41400784,0.21867034,0.38826635,-0.40746853,-0.28631198,0.16654605,-0.41235185,-0.46095264
0.4790703,-0.35330316,-0.013435936,-0.068146415,0.32888532,-0.6005158,-0.6125571,-0.29625207,0.41953072,0.06354398
0.1503669,-0.45623922,0.009301935,0.557684,-0.5255527,0.21627474,-0.40889463,0.13429458,-0.47797602,-0.4899145
0.052817076,0.2635857,-0.12294941,-0.1085063,-0.480528,0.33603075,0.31499115,-0.7768151,0.0037857997,0.08391844
-0.37434834,-0.64156395,0.2409567,0.26224867,0.31941837,0.07399979,0.24403046,-0.6125162,0.24106316,-0.27506834
0.67106575,-0.29675123,-0.07416569,-0.71716297,0.007643241,-0.30519217,-0.40397176,0.6275535,-0.19299357,-0.23988946
0.2825473,0.39421508,-0.51447093,-0.13240609,-0.39624768,-0.063636854,-0.03632236,0.5188579,-0.27436867,0.21216506
-0.5750737,-0.34086773,0.22473286,0.26491594,0.42455667,0.32129958,-0.17327586,0.16731302,-0.248402,-0.77929544
0.026517069,-0.107212365,-0.25760245,0.07656258,0.41966936,-0.4883073,-0.5093693,0.43931907,0.38985616,0.21226507
-0.3328559,0.5150242,-0.24129164,0.09613742,0.14687611,-0.086005926,-0.49742612,0.48525336,-0.19902088,0.23417266
-0.5597433,0.47287703,-0.61784345,0.11611911,-0.15857844,-0.45401454,0.09470005,0.18646154,-0.007315397,0.022736643
0.107978456,0.42168492,-0.1668664,-0.21810816,-0.694115,0.13931495,0.1948443,0.307412,-0.344749,0.30039188
-0.15430447,0.37870803,0.34293523,0.27209267,-0.033605758,0.31867817,0.20938529,-0.39974067,0.225768,-0.5803304
-0.62417465,-0.35564023,-0.27083337,0.22948346,0.3575268,0.16072221,-0.530728,0.5048205,-0.31859156,-0.52491957
-0.15573403,-0.44571745,0.08820187,-0.46822318,0.49374953,-0.25452238,0.35898817,-0.044961277,-0.7827364,-0.6779517
0.118313484,-0.54061496,-0.48704603,-0.12831683,0.2260147,0.4916043,-0.62414575,0.3954359,-0.16807845,0.5383009
0.44676933,-0.71038055,0.2557135,-0.1724711,-0.49474385,0.36792466,-0.47260708,0.24391872,0.16730586,-0.10134423
0.64081776,-0.21780044,-0.18463117,-0.3588135,-0.0037368904,0.17352474,0.3433882,-0.66716,-0.36621824,-0.4033194
0.25461197,0.16913244,-0.30638877,-0.45483926,0.5052185,-0.4092973,-0.57192785,0.095303275,0.27908087,-0.43175665
-0.35545018,0.22459204,-0.7419858,0.43429425,-0.6505957,0.028457182,0.378095,-0.056298375,0.11780908,0.36673635
-0.4981183,0.3382434,0.21003085,0.32600313,0.039250627,0.21095504,0.22455394,0.24328871,-0.6325777,0.3417489
0.2246118,-0.64877987,0.09075427,0.3292928,0.34466082,0.44534796,0.09885233,-0.29868448,-0.21679135,-0.5154997
0.076289065,0.30879262,-0.21945335,0.04563515,0.13541222,-0.3412055,0.5580428,-0.401932,0.61837524,-0.58311015
-0.0355521,0.082703725,0.38732576,0.010144539,-0.6792464,0.021210901,-0.55093604,0.08080865,-0.00096713763,0.2899071
-0.24096742,0.3385751,-0.4847468,0.46050233,0.11722109,0.21380213,-0.1402308,0.09512164,-0.44550636,-0.65516454
0.29503572,-0.0673881,-0.54520434,0.120159894,-0.31125936,0.50744474,-0.14069282,-0.49321464,0.52102774,-0.49078733
-0.5542821,-0.31659558,0.15828466,-0.31103098,0.35672832,0.34505683,-0.056765866,0.31919876,-0.3508678,0.3018825
-0.024087314,-0.5613575,0.25339538,0.057134513,-0.24894989,-0.31915256,0.19709642,0.15067835,-0.47607085,0.350173
-0.6555942,0.062476672,-0.49226367,-0.3020331,0.28259072,0.31680343,0.11555239,-0.24635614,0.42236447,0.17576578
0.08139127,-0.33379042,0.2818942,-0.2518046,0.21534534,0.49300057,-0.09183676,-0.47523585,-0.7445681,-0.5844252
-0.7108135,-0.2695892,0.19176978,-0.35281363,0.14739446,0.539069,-0.04631323,-0.0111291595,-0.53783643,-0.33778894
0.3148787,-0.3615443,0.0964601,0.22551261,-0.55582404,0.36313125,-0.3685386,0.18446368,0.30252507,0.44327328
0.1122595,0.54674333,0.5601342,-0.13119249,0.054697294,-0.6235451,-0.4403351,-0.6147216,-0.2071233,-0.034487642
0.2874624,-0.58964366,0.60637987,-0.603257,-0.051152825,-0.37682354,0.37515938,0.26741734,-0.30593866,-0.37751636
0.37831298,-0.39351693,-0.27416223,0.43699867,0.34907344,0.17560485,-0.4757339,-0.42584893,-0.3705687,-0.5942604
-0.2906584,-0.7182287,0.38492486,0.35425386,0.15058099,0.21098156,0.21951728,-0.5527194,-0.15139309,-0.46749005
0.26382875,0.16759782,0.04999409,-0.28593987,-0.008415364,-0.29499114,-0.65466046,0.5982975,-0.74055934,-0.0826019
