0,1,2,3,4,5,6,7,8,9
0.08582635,0.36809283,-0.25279593,-0.50067747,-0.18094984,-0.31162965,-0.23022154,-0.702129,0.38589194,0.1314257
-0.4247794,-0.30956486,0.34326312,-0.21283531,-0.0444268,0.17478596,0.040692255,0.31734967,0.41263947,-0.6466898
-0.5440312,-0.4637611,0.19809115,-0.33013132,0.09756102,-0.11706906,0.22190519,0.03427935,0.4992514,-0.7585566
0.3521338,-0.47144452,-0.052341986,-0.044392202,0.14673151,0.19616422,-0.63287175,0.47286174,-0.42087162,-0.5033517
-0.73000336,0.46010387,-0.21422273,-0.12122443,-0.1561235,0.49907362,0.24612644,0.1601375,-0.63579154,0.35524753
-0.49044213,-0.5176925,0.24925193,0.21148296,-0.028900595,-0.20679717,0.28882772,0.17797452,-0.81413966,0.18261564
-0.15456174,-0.23810226,-0.4229783,-0.35090393,0.42007864,-0.44252908,0.618198,0.033986893,-0.5768575,0.050136536
0.29024446,-0.44362032,0.070981696,-0.14070335,-0.29102015,0.26996467,-0.3002646,0.53548455,0.4972995,-0.2138741
0.42398927,-0.59002143,-0.08599171,0.3300148,0.16198774,-0.53561884,0.18812633,-0.11994191,0.28129953,0.15350772
-0.044384018,-0.7654547,0.35968056,0.39961657,-0.05799132,0.075972795,-0.2232864,0.28074643,0.02837985,-0.38805038
-0.046219207,-0.49874136,-0.34945497,0.15036935,0.29420567,-0.20490211,0.41797015,0.36264578,-0.7034746,0.49884894
0.26877838,0.52400714,0.015266263,0.024516238,-0.6991848,-0.62727106,-0.35260618,-0.53405887,-0.27929533,0.1383138
