0.0
40.0
-14.0
25.0
116.0
56.0
43.0
-8.0
2.0
17.0
-29.0
16.0
10.0
-71.0
13.0
96.0
-24.0
45.0
-55.0
87.0
-13.0
-41.0
-43.0
-30.0
-0.0
24.0
-43.0
-37.0
-13.0
55.0
-5.0
75.0
86.0
-53.0
23.0
-22.0
-51.0
0.0
-17.0
-22.0
-15.0
103.0
51.0
-59.0
-15.0
-39.0
-9.0
36.0
-51.0
23.0
-9.0
60.0
61.0
-11.0
-25.0
-14.0
-53.0
39.0
-16.0
-36.0
16.0
41.0
-32.0
-127.0
-16.0
